	Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	SUM  Completed	Other Journals	Publication Rate	Duration of Career	highest_degree	degree_area	Lab Size	Affiliation University	Rank	Temperature	Anomaly	County	Locale	State	R&D Rank	Percentile	R&D Expenditures
22	Chuan Li, Cheng Wang, Lingxue Meng, Jiewen Xing, Tianya Wang, Hua Yang, Yingyin Yao, Huiru Peng, Zhaorong Hu, Qixin Sun, Zhongfu Ni	Ectopic Expression of a Maize Hybrid Down-Regulated Gene ZmARF25 Decreases Organ Size by Affecting Cellular Proliferation in Arabidopsis	PLOS One, April 2014 | Volume 9 | Issue 4 | e94830	10.1371/journal.pone.0094830	2014	4-Apr				1	Manipulated plant images, duplication of seeds, manipulated leaves	1	5/12/16	1.0			1	[['Mol Cell', 'Transl Res', 'Nat Immunol'], ['Cell Stem Cell', 'Eur Heart J', 'Nat Commun'], ['Food Funct', 'Chemosphere', 'Toxicology'], ['New Phytol', 'Biochim Biophys Acta', 'Plant Signal Behav'], ['Environ Sci Pollut Res Int', 'Plant Signal Behav', 'J Pineal Res'], ['Cell Stem Cell', 'Redox Biol', 'Nat Commun'], ['New Phytol', 'J Integr Plant Biol', 'Plant Biotechnol J'], ['New Phytol', 'J Integr Plant Biol', 'Plant Biotechnol J'], ['New Phytol', 'Plant Biotechnol J', 'Mol Plant'], ['Nat Med', 'New Phytol', 'Biochim Biophys Acta'], ['New Phytol', 'Biochim Biophys Acta', 'J Integr Plant Biol']]	[20.0, 25.0, 1.11, 1.9, 3.22, 22.22, 4.81, 4.57, 5.92, 8.1, 6.86]	10	Doctor of Engineering	-1	11	State Key Laboratory for Agrobiotechnology and Key Laboratory of Crop Heterosis and Utilization (MOE), Beijing Key Laboratory of Crop Genetic Improvement, China Agricultural University, Beijing, China	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23	Gail Doughton, Jun Wei, Nicolas Tapon, Melanie J. Welham, Andrew D. Chalmers	Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr/ Erk Signalling	PLOS One, April 2014 | Volume 9 | Issue 4 | e95434	10.1371/journal.pone.0095434	2014	4-Apr			1.0		Duplicated compressed blots, overlapping microscopy	1			1.0		1	[['Clin Lung Cancer', 'BMC Cell Biol', 'PLoS One'], ['Nature', 'Cell', 'Neuro Oncol'], ['Development', 'Curr Opin Cell Biol', 'Biochem J'], ['Biochem Soc Trans', 'Biochem J', 'Nat Immunol'], ['BMC Cell Biol', 'MAbs', 'Essays Biochem']]	[0.5, 15.38, 2.05, 2.21, 1.26]	10	-1	-1	3	Department of Biology and Biochemistry and the Centre for Regenerative Medicine, University of Bath, Bath, United Kingdom	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24	Liliana O. Rocha, Sabina Moser Tralamazza, Gabriela M. Reis, Leon Rabinovitch, Cynara B. Barbosa, Benedito Corre_a	Multi-Method Approach for Characterizing the Interaction between Fusarium verticillioides and Bacillus thuringiensis Subsp. Kurstaki	PLOS One, April 2014 | Volume 9 | Issue 4 | e92189	10.1371/journal.pone.0092189	2014	4-Apr		1.0			Duplicated FACS panels	1	8/12/14		1.0		1	[['Int J Food Microbiol', 'Toxins (Basel)', 'Food Res Int'], ['Mol Biol Evol', 'Neotrop Entomol', 'PLoS One'], ['Clin Oral Investig', 'PLoS One', 'Mycotoxin Res'], ['Mem Inst Oswaldo Cruz', 'PLoS One', 'World J Microbiol Biotechnol'], ['PLoS One', 'J AOAC Int'], []]	[1.31, 1.2, 0.53, 0.46, 0.44, -1]	13	PhD	-1	5	Department of Microbiology, Laboratory of Mycotoxins and Toxigenic Fungi, University of SÃ£o Paulo, SÃ£o Paulo, SÃ£o Paulo, Brazil	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25	Prabuddha Dey, Monami Chakraborty, Maulik R. Kamdar, Mrinal K. Maiti	Functional Characterization of Two Structurally Novel Diacylglycerol Acyltransferase2 Isozymes Responsible for the Enhanced Production of Stearate-Rich Storage Lipid in Candida tropicalis SY005	PLOS One, 14 April 2014 | Volume 9 | Issue 4 | e94472	10.1371/journal.pone.0094472	2014	4-Apr				1	Duplicated cells within microscopy panels, multiple cases, duplicated blots	1		1.0			1	[['J Lipid Res', 'J Biol Chem', 'Protein Pept Lett'], ['Int J Mol Sci', 'Glycoconj J', 'PLoS One'], ['NPJ Digit Med', 'Nucleic Acids Res', 'Database (Oxford)'], ['Adv Appl Microbiol', 'Biotechnol Adv', 'Arch Microbiol']]	[1.07, 0.44, 1.89, 3.33]	14	-1	-1	3	Advanced Laboratory for Plant Genetic Engineering, Advanced Technology Development Centre, Indian Institute of Technology Kharagpur, Kharagpur, India	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26	Xiaomei Ge, Yafei Zhang, Sungwon Park, Xiaofei Cong, David E. Gerrard, Honglin Jiang	Stac3 Inhibits Myoblast Differentiation into Myotubes	PLOS One, April 2014 | Volume 9 | Issue 4 | e95926	10.1371/journal.pone.0095926	2014	4-Apr		1.0			Duplicated microscopy images	1	8/7/14		1.0		1	[['PLoS One', 'Blood', 'J Biomed Res'], ['Nature', 'Sci Signal', 'Curr Cancer Drug Targets'], ['Small', 'Front Plant Sci', 'Omega (Westport)'], ['Am J Physiol Lung Cell Mol Physiol', 'J Vis Exp', 'PLoS One'], ['Annu Rev Anim Biosci', 'Meat Sci', 'Stem Cells'], ['Sci Rep', 'Infect Dis Poverty', 'J Ethnopharmacol']]	[0.87, 13.33, 5.88, 1.12, 2.06, 3.15]	15	PhD	Material Engineering	6	Department of Animal and Poultry Sciences, Virginia Tech, Blacksburg, Virginia, United States of America	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27	Xudong Shi, Daniel DiRenzo, Lian-Wang Guo, Sarah R. Franco, Bowen Wang, Stephen Seedial, K. Craig Kent	TGF-b/Smad3 Stimulates Stem Cell/Developmental Gene Expression and Vascular Smooth Muscle Cell De-Differentiation	PLOS One, April 2014 | Volume 9 | Issue 4 | e93995	10.1371/journal.pone.0093995	2014	4-Apr		1.0			Duplicated blot panels	1	7/22/14		1.0		1	[['Emerg Microbes Infect', 'J Vasc Surg', 'Nat Commun'], ['Nature', 'Proc Natl Acad Sci U S A', 'Curr Cardiol Rep'], ['Autophagy', 'Circ Res', 'Cell'], ['Am J Pathol', 'Acta Biomater', 'PLoS One'], ['Oncogene', 'Cancer Lett', 'Curr Opin Chem Biol'], ['Clin Imaging', 'J Vasc Surg', 'Semin Intervent Radiol'], ['N Engl J Med', 'Biomaterials', 'Life Sci Alliance']]	[3.19, 1.27, 3.48, 0.56, 16.67, 1.17, 9.52]	21	PhD	Surgery, Cardiovascular Center	7	Department of Surgery, University of Wisconsin Hospital and Clinics, Madison, Wisconsin, United States of America	117	45.5	2.5	Dane County	11	WI	-1	-1	-1
28	Yushen Jiang, Tang Jiang, Juan Ouyang, Qingsong Zhou, Yanlan Liang, Yingpeng Cui, Peisong Chen, Bin Huang	Cell Atavistic Transition: Paired Box 2 Re-Expression Occurs in Mature Tubular Epithelial Cells during Acute Kidney Injury and Is Regulated by Angiotensin II	PLOS One, April 2014 | Volume 9 | Issue 4 | e93563	10.1371/journal.pone.0093563	2014	4-Apr		1.0			Duplicated gel panels	1	5/6/15		1.0		1	[['Lancet', 'Zhonghua Yi Xue Yi Chuan Xue Za Zhi', 'Eur J Med Res'], ['Cancer Res', 'ACS Nano', 'Nat Commun'], ['J Cancer Res Clin Oncol', 'Sheng Wu Gong Cheng Xue Bao', 'J Transl Med'], ['Mitochondrial DNA B Resour', 'Genome Biol Evol', 'Ecol Evol'], ['J Immunol Res', 'J Med Virol', 'PLoS One'], ['BMC Infect Dis', 'Int Urol Nephrol', 'Perit Dial Int'], ['Ann Med', 'J Transl Med', 'J Int Med Res'], ['Nat Commun', 'Oncogene', 'Cell Death Dis']]	[0.62, 7.47, 3.65, 1.59, 0.71, 0.55, 3.23, 20.0]	8	-1	-1	7	Department of Laboratory Medicine, The First Affiliated Hospital of Sun Yat-sen University, Guangzhou, Guangdong, China	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29	Ambrish Kumar, Daping Fan, Donald J. DiPette, Ugra S. Singh	Sparstolonin B, a Novel Plant Derived Compound, Arrests Cell Cycle and Induces Apoptosis in N-Myc Amplified and N-Myc Nonamplified Neuroblastoma Cells	PLOS ONE, May 2014 | Volume 9 | Issue 5 | e96343	10.1371/journal.pone.0096343	2014	5-May		1.0			Duplicated microscopy images	1	7/6/16		1.0		1	[['Anaesthesia', 'Br J Surg', 'Front Physiol'], ['Autophagy', 'Mol Ther', 'Nat Commun'], ['J Clin Hypertens (Greenwich)', 'Front Physiol', 'J Am Soc Hypertens'], ['Prog Exp Tumor Res', 'Exp Biol Med (Maywood)', 'Brain Sci']]	[2.39, 5.25, 2.81, 1.5]	18	-1	-1	2	Department of Pathology, Microbiology and Immunology, School of Medicine, University of South Carolina, Columbia, South Carolina, United States of America	100	64.7	1.3	Charleston County	12	SC	-1	-1	-1
30	Bo Gao, Qiang Huang, Yan-Shui Lin, Bo-Yuan Wei, Yun-Shan Guo, Zhen Sun, Long Wang, Jing Fan, Hong-Yang Zhang, Yue-Hu Han, Xiao-Jie Li, Jun Shi, Jian Liu, Liu Yang, Zhuo-Jing Luo	Dose-Dependent Effect of Estrogen Suppresses the Osteo-Adipogenic Transdifferentiation of Osteoblasts via Canonical Wnt Signaling Pathway	PLoS ONE 9(6): e99137, June 11, 2014. doi:10.1371/journal.pone.0099137	10.1371/journal.pone.0099137	2014	6-Jun			1.0		Duplicated, and stretched microscopy images, multiple cases	1	12/2/14		1.0		1	[['J Clin Oncol', 'N Engl J Med', 'Lancet'], ['Science', 'Theranostics', 'Hepatology'], ['Mol Med Rep', 'Mol Cell Biochem', 'PLoS One'], ['Mol Med Rep', 'Zhonghua Yi Xue Yi Chuan Xue Za Zhi', 'Stem Cells Dev'], ['Cell Biol Int', 'Exp Biol Med (Maywood)', 'Am J Cancer Res'], ['J Hematol Oncol', 'Nat Metab', 'Oncogene'], ['Brain Behav Immun', 'J Neuroinflammation', 'Sci Rep'], ['Nat Rev Microbiol', 'Circulation', 'Nature'], ['J Asian Nat Prod Res', 'Pharm Biol', 'Asian J Surg'], ['Lab Invest', 'Stem Cells Dev', 'Int J Clin Exp Pathol'], ['BMC Musculoskelet Disord', 'Eur Phys J B', 'PhytoKeys'], ['IEEE Rev Biomed Eng', 'Blood', 'BMC Cancer'], ['Cell Res', 'J Hepatol', 'Int J Cancer'], ['Autophagy', 'Sci Transl Med', 'Science'], ['Int J Clin Exp Pathol', 'Int J Med Sci', 'Medicine (Baltimore)']]	[22.22, 33.33, 2.0, 1.0, 1.18, 15.38, 22.22, 12.5, 2.24, 1.75, 4.21, 22.22, 11.11, 28.57, 5.24]	9	-1	-1	14	Institute of Orthopedic Surgery, Xijing Hospital, Fourth Military Medical University, Xiâan, Peopleâs Republic of China	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31	Yang Liu, Yuanyuan Liu, Chao Sun, Lu Gan, Luwei Zhang, Aihong Mao, Yuting Du, Rong Zhou, Hong Zhang	Carbon Ion Radiation Inhibits Glioma and Endothelial Cell Migration Induced by Secreted VEGF	PLOS ONE, June 2014 | Volume 9 | Issue 6 | e98448	10.1371/journal.pone.0098448	2014	6-Jun			1.0		Overlapping microscopy images	1	8/7/15		1.0		1	[['Autophagy', 'Aging (Albany NY)', 'Polymers (Basel)'], ['Front Pharmacol', 'Mol Cancer', 'Front Cell Infect Microbiol'], ['J Microbiol Immunol Infect', 'Int J Ment Health Nurs', 'Cancer Cell'], ['Med Sci Monit', 'Nat Commun', 'Lancet Oncol'], ['Food Funct', 'Drug Deliv', 'Int J Hematol'], ['Dose Response', 'DNA Cell Biol', 'Proc Natl Acad Sci U S A'], ['Chem Res Toxicol', 'Free Radic Biol Med', 'Nanomedicine'], ['Lancet', 'Nat Commun', 'Blood'], ['N Engl J Med', 'Nat Rev Mol Cell Biol', 'JAMA']]	[28.57, 28.57, 33.33, 11.76, 2.94, 2.17, 2.56, 25.0, 16.67]	7	Ph.D.	-1	8	Department of Radiation Medicine, Institute of Modern physics, Chinese Academy of Sciences, Lanzhou, China	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32	Manasa K. Nayak, Ayusman Dash, Nitesh Singh, Debabrata Dash	Aspirin Delimits Platelet Life Span by Proteasomal Inhibition	PLOS ONE, August 2014 | Volume 9 | Issue 8 | e105049, doi: 10.1371/journal.pone.0105049	10.1371/journal.pone.0105049	2014	8-Aug				1	Duplicated set of lanes within the same panel	1	12/12/14		1.0		1	[['Curr Pharm Des', 'Blood', 'J Thromb Haemost'], ['PLoS One', 'Mol Med'], ['JAMA', 'Clin Transl Med', 'Cancer Res'], ['Indian Heart J', 'Heart Asia', 'Korean Circ J']]	[2.25, 0.5, 1.38, 4.24]	12	PhD	Internal Medicine	3	Department of Biochemistry, Institute of Medical Sciences, Banaras Hindu University, Varanasi, India	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33	Wasia Rizwani, Aneesa Fasim, Deepshikha Sharma, Divya J. Reddy, Nabil A. M. Bin Omar, Surya S. Singh	S137 Phosphorylation of Profilin 1 Is an Important Signaling Event in Breast Cancer Progression	PLOS ONE, August 2014 | Volume 9 | Issue 8 | e103868	10.1371/journal.pone.0103868	2014	8-Aug		1.0			Duplicated microscopy panels	1	11/18/14		1.0		1	[['Cancers (Basel)', 'Methods Mol Biol', 'World J Urol'], ['Curr Opin Biotechnol', 'Nitric Oxide', 'Biochem Biophys Rep'], ['Pharmacoecon Open', 'Indian J Med Res', 'Int J Technol Assess Health Care'], ['PLoS One', 'J Mol Biol', 'Cell Motil Cytoskeleton'], ['Toxicol Res', 'Eur J Pharmacol', 'PLoS One'], ['Cell Biochem Funct', 'Res Vet Sci', 'Mol Divers']]	[1.18, 0.31, 0.77, 0.07, 0.6, 1.89]	11	PhD	-1	6	Department of Biochemistry, Osmania University, Hyderabad, A.P., India	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34	Shiuan Wang, Kai Li Tan, Melina A. Agosto, Bo Xiong, Shinya Yamamoto, Hector Sandoval, Manish Jaiswal, Vafa Bayat, Ke Zhang, Wu-Lin Charng, Gabriela David, Lita Duraine, Kartik Venkatachalam, Theodore G. Wensel, Hugo J. Bellen	The Retromer Complex Is Required for Rhodopsin Recycling and Its Loss Leads to Photoreceptor Degeneration	PLOS Biology, April 2014 | Volume 12 | Issue 4 | e1001847	10.1371/journal.pbio.1001847	2014	4-Apr		1.0			duplicated microscopy panels	1	5/28/15		1.0		1	[['Development', 'Dev Cell', 'PLoS Biol'], ['Org Biomol Chem', 'Org Lett', 'G3 (Bethesda)'], ['Proc Natl Acad Sci U S A', 'Commun Biol', 'J Comp Neurol'], ['Cell Rep', 'Nat Genet', 'Nat Commun'], ['Am J Hum Genet', 'Nat Med', 'Proc Natl Acad Sci U S A'], ['Cell', 'Annu Rev Neurosci', 'Mitochondrion'], ['Cell', 'Mitochondrion', 'Wiley Interdiscip Rev Nanomed Nanobiotechnol'], ['Open Forum Infect Dis', 'Curr Opin Neurobiol', 'Soc Sci Med'], ['Eur Urol', 'Mol Cancer', 'Sci Adv'], ['Curr Opin Neurobiol', 'Curr Top Dev Biol', 'J Hum Genet'], ['Hematol Transfus Cell Ther', 'J Sports Med Phys Fitness', 'Geroscience'], ['Neuron', 'Am J Hum Genet', 'Genome Med'], ['Annu Rev Biochem', 'Autophagy', 'Cells'], ['Cells', 'Pflugers Arch', 'Invest Ophthalmol Vis Sci'], ['Curr Biol', 'Cell', 'Am J Hum Genet']]	[0.88, 1.3, 1.29, 11.76, 9.52, 1.59, 4.59, 1.11, 25.0, 2.15, 1.06, 1.9, 1.67, 4.4, 9.52]	8	-1	-1	8	Program in Developmental Biology, Baylor College of Medicine, Houston, Texas, United States of America	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
35	Apiruck Watthanasurorot, Netnapa Saelee, Amornrat Phongdara, Sittiruk Roytrakul, Pikul Jiravanichpaisal, Kenneth So_derhï¿½ll, Irene Sï¿½derhï¿½llGab	Astakine 2ï¿½the Dark Knight Linking Melatonin to Circadian Regulation in Crustaceans	PLOS Genetics, March 2013 | Volume 9 | Issue 3 | e1003361, doi:10.1371/journal.pgen.1003361	10.1371/journal.pgen.1003361	2013	3-Mar				1	multiple cases of shifted blots, duplicated bands within blots	1	4/27/15	1.0			1	[['J Virol', 'PLoS Pathog', 'PLoS Genet'], ['PLoS Genet', 'PLoS One', 'Fish Shellfish Immunol'], ['PLoS Genet', 'J Chromatogr B Analyt Technol Biomed Life Sci', 'Chemosphere'], ['PLoS Genet', 'Molecules', 'Int J Infect Dis'], ['PLoS Pathog', 'PLoS Genet', 'J Virol'], ['J Am Coll Cardiol', 'J Pharm Sci', 'J Bioeth Inq'], ['Neuron', 'Development', 'J Comp Psychol']]	[1.71, 0.71, 2.4, 10.53, 2.39, 2.67, 2.25]	7	-1	-1	5	Department of Comparative Physiology, Uppsala University, Uppsala, Sweden	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36	Dawn E. Watkins-Chow, Joanna Cooke, Ruth Pidsley, Andrew Edwards, Rebecca Slotkin, Karen E. Leeds, Raymond Mullen, Laura L. Baxter, Thomas G. Campbell, Marion C. Salzer, Laura Biondini, Gretchen Gibney, Franc _oise Phan Dinh Tuy, Jamel Chelly, H. Douglas Morris, Johannes Riegler, Mark F. Lythgoe, Ruth M. Arkell, Fabrizio Loreni, Jonathan Flint, William J. Pavan, David A. Keays	Mutation of the Diamond-Blackfan Anemia Gene Rps7 in Mouse Results in Morphological and Neuroanatomical Phenotypes	PLOS Genetics, January 2013 | Volume 9 | Issue 1 | e1003094	10.1371/journal.pgen.1003094	2013	1-Jan		1.0			duplicated microscopy panels	1	11/19/15		1.0		1	[['Science', 'Pigment Cell Melanoma Res', 'Hum Mol Genet'], ['BMJ Case Rep', 'PLoS Genet', 'Arch Gynecol Obstet'], ['Cancers (Basel)', 'Schizophr Bull', 'Genome Res'], ['N Engl J Med', 'J Minim Invasive Gynecol', 'Elife'], ['Arch Pathol Lab Med', 'Acad Med', 'R I Med J (2013)'], ['Dev Biol', 'PLoS Genet', 'Nat Immunol'], ['PLoS Genet'], ['Pigment Cell Melanoma Res', 'Wiley Interdiscip Rev Syst Biol Med', 'Wiley Interdiscip Rev Dev Biol'], ['Clin Exp Ophthalmol', 'Ophthalmic Genet', 'Med J Aust'], ['Cell', 'J Cell Sci', 'J R Soc Interface'], ['PLoS Genet', 'Nat Methods', 'Haematologica'], ['Curr Protoc Hum Genet', 'Curr Protoc Bioinformatics', 'Transl Behav Med'], [], ['Genet Med', 'Epilepsia', 'Am J Hum Genet'], ['Lab Anim (NY)', 'Elife', 'J Magn Reson Imaging'], ['Nature', 'Circulation', 'Cell Stem Cell'], ['Nat Rev Clin Oncol', 'Nat Commun', 'J Neurosci'], ['Adv Exp Med Biol', 'WIREs Mech Dis', 'Int J Biochem Cell Biol'], ['Haematologica', 'Hum Mutat', 'FEBS J'], ['Neuron', 'Nat Rev Neurosci', 'Sci Data'], ['Annu Rev Genomics Hum Genet', 'Nature', 'Science'], ['EMBO J', 'Curr Biol', 'J Exp Biol']]	[1.73, 0.5, 2.83, 9.52, 0.62, 0.57, 0.67, 1.38, 1.16, 0.62, 0.75, 0.69, -1, 10.0, 1.11, 2.62, 8.05, 1.7, 2.29, 9.52, 4.95, 3.05]	15	-1	-1	7	National Human Genome Research Institute, National Institutes of Health, Bethesda, Maryland, United States of America	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37	Erica P. Homan, Caressa Lietman, Ingo Grafe, Jennifer Lennington, Roy Morello, Dobrawa Napierala, Ming-Ming Jiang, Elda M. Munivez, Brian Dawson, Terry K. Bertin, Yuqing Chen, Rhonald Lua, Olivier Lichtarge, John Hicks, Mary Ann Weis, David Eyre, Brendan H. L. Lee	Differential Effects of Collagen Prolyl 3-Hydroxylation on Skeletal Tissues	PLOS Genetics, January 23, 2014DOI: 10.1371	10.1371/journal.pgen.1004121	2014	1-Jan		1.0			duplicated western blot panels	1	6/3/14		1.0		1	[['J Clin Invest', 'Mol Metab', 'Nat Commun'], ['JCI Insight', 'Cancer Gene Ther', 'Proc Natl Acad Sci U S A'], ['Cell Stem Cell', 'Cold Spring Harb Perspect Biol', 'Med Klin (Munich)'], ['PLoS One', 'PLoS Genet', 'J Pediatr Urol'], ['Eur J Endocrinol', 'Matrix Biol', 'Curr Osteoporos Rep'], ['Bone', 'Mol Genet Metab', 'Free Radic Biol Med'], ['J Clin Invest', 'Opt Lett', 'Food Sci Nutr'], ['Elife', 'PLoS Genet'], ['Sports Med', 'J Clin Invest', 'Int J Sports Physiol Perform'], ['Hum Mol Genet', 'Cancer Cell', 'Hum Gene Ther'], ['Cell', 'Crit Rev Oncol Hematol', 'Free Radic Biol Med'], ['Prog Biophys Mol Biol', 'Protein Sci', 'Bioinformatics'], ['Cell', 'Cell Rep', 'Nature'], ['Nat Biotechnol', 'Ultrastruct Pathol', 'Clin Cancer Res'], ['Nature', 'Hum Mutat', 'Calcif Tissue Int'], ['Cell', 'N Engl J Med', 'Nature'], ['PLoS Genet', 'Hum Gene Ther', 'Arthritis Rheumatol']]	[0.87, 1.25, 1.56, 0.42, 1.7, 1.11, 2.81, 0.25, 10.0, 1.22, 10.0, 1.43, 7.1, 10.0, 2.95, 9.52, 0.86]	15	PhD	Biology	12	Department of Molecular and Human Genetics, Baylor College of Medicine, Houston, Texas, United States of America	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38	Natalia Lopez-del Hoyo, Santiago Lopez-Begines, Jose Luis Rosa, Jeannie Chen, Ana Mendez	Functional EF-Hands in Neuronal Calcium Sensor GCAP2 Determine Its Phosphorylation State and Subcellular Distribution In Vivo and Are Essential for Photoreceptor Cell Integrity	PLOS Genetics, July 2014 | Volume 10 | Issue 7 | e1004480	10.1371/journal.pgen.1004480	2014	7-Jul		1.0			duplicated microscopy panels	1	10/17/14		1.0		1	[['PLoS Genet', 'PLoS One'], ['Sci Rep', 'Cell Death Dis', 'Elife'], ['Autophagy', 'Redox Biol', 'Cancers (Basel)'], ['Diabetes Care', 'J Neurosci', 'Prog Retin Eye Res'], ['N Engl J Med', 'Radiology', 'Int J Environ Res Public Health']]	[0.67, 0.56, 3.9, 3.2, 2.86]	3	-1	-1	3	Bellvitge Biomedical Research Institute (IDIBELL), Barcelona, Spain	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39	Cathleen D. Valentine, Marc O. Anderson, Feroz R. Papa, Peter M. Haggie	X-Box Binding Protein 1 (XBP1s) Is a Critical Determinant of Pseudomonas aeruginosa Homoserine Lactone-Mediated Apoptosis	PLOS Pathogens, August 2013 | Volume 9 | Issue 8 | e1003576	10.1371/journal.ppat.1003576	2013	8-Aug		1.0			Duplicated microscopy panels	1	5/19/16		1.0		1	[['J Biol Chem', 'Traffic', 'Cell Microbiol'], ['Expert Opin Ther Targets', 'Curr Pharm Des', 'Adv Exp Med Biol'], ['Annu Rev Pathol', 'Mol Cell', 'Cell'], ['Eur J Med Chem', 'J Cyst Fibros', 'FASEB J']]	[0.8, 2.53, 1.9, 1.76]	10	-1	-1	2	Department of Nephrology, University of California, San Francisco, San Francisco, California, United States of America	115	55.7	2.0	San Francisco County	11	CA	-1	-1	-1
40	Shipan Dai, Murugesan V. S. Rajaram, Heather M. Curry, Rachel Leander, Larry S. Schlesinger	Fine Tuning Inflammation at the Front Door: Macrophage Complement Receptor 3-mediates Phagocytosis and Immune Suppression for Francisella tularensis	PLOS Pathogens, January 2013 | Volume 9 | Issue 1 | e1003114	10.1371/journal.ppat.1003114	2013	1-Jan				1	Duplicated or mirrored blot panels, or lanes within blots	1	3/9/16		1.0		1	[['Front Microbiol', 'Traffic', 'Cell Microbiol'], ['Cells', 'J Exp Med', 'Semin Immunol'], ['Mol Cell', 'J Interferon Cytokine Res', 'Front Immunol'], ['PLoS One', 'Math Biosci Eng', 'J Biol Chem'], ['J Clin Invest', 'Nat Commun', 'Nat Microbiol']]	[1.0, 3.12, 0.47, 0.75, 7.9]	15	-1	-1	4	Center for Microbial Interface Biology, Department of Microbial Infection and Immunity, The Ohio State University, Columbus, Ohio, United States of America	117	49	2.5	Wayne County	32	OH	-1	-1	-1
41	Vicente Ramï¿½rez,  Ana Lï¿½pez, Brigitte Mauch-Mani, Ma Josï¿½ Gil, Pablo Vera_	An Extracellular Subtilase Switch for Immune Priming in Arabidopsis	PLOS Pathogens, June 2013 | Volume 9 | Issue 6 | e1003445	10.1371/journal.ppat.1003445	2013	6-Jun			1.0		Duplicated/stretched images of a leaf, duplicated gel panels	1	11/2/16		1.0		1	[[], [], ['Trends Plant Sci', 'Annu Rev Plant Biol', 'J Exp Bot'], ['J Autoimmun', 'Eur J Intern Med', 'Autoimmun Rev'], ['PLoS Genet', 'Arch Intern Med', 'Plant Signal Behav']]	[-1, -1, 2.35, 0.33, 2.9]	-1	-1	-1	4	Instituto de BiologÃ­a Molecular y Celular de Plantas, Universidad PolitÃ©cnica de Valencia-C.S.I.C, Ciudad PolitÃ©cnica de la InnovaciÃ³n, Valencia, Spain	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42	Haitao Wei, Song Wang, Qinghuang Chen, Yuhai Chen, Xiaojuan Chi, Lianfeng Zhang, Shile Huang, George F. Gao, Ji-Long Chen	Suppression of Interferon Lambda Signaling by SOCS-1 Results in Their Excessive Production during Influenza Virus Infection	PLOS Pathogens, January 2014 | Volume 10 | Issue 1 | e1003845	10.1371/journal.ppat.1003845	2014	1-Jan			1.0		Duplicated blot panels, shifted	1	1/14/16		1.0		1	[['Cell Rep', 'Aging (Albany NY)', 'Cell Cycle'], ['Nat Commun', 'Exp Ther Med', 'J Adv Nurs'], ['Cell Host Microbe', 'PLoS One', 'FEBS Lett'], ['Cell Rep', 'Front Microbiol', 'Front Immunol'], ['Molecules', 'Front Microbiol', 'Sheng Wu Gong Cheng Xue Bao'], ['FEBS J', 'Proc Natl Acad Sci U S A', 'Protein Cell'], ['Front Immunol', 'Anticancer Agents Med Chem', 'Autophagy'], ['Nat Rev Immunol', 'Lancet Infect Dis', 'Trends Microbiol'], ['Front Immunol', 'Int J Mol Sci', 'Cell Rep']]	[2.29, 22.22, 2.0, 1.67, 2.36, 11.76, 6.65, 20.0, 4.14]	14	-1	-1	5	CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing, China	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
